,200,300,400,500,600
0,0.48179503608974594,0.6774444821590748,0.7484189286374665,0.8745623956900059,0.966115572913316
1,0.4179483277394563,0.6260430012515867,0.7028137796463281,0.8259983466914795,0.9315387315055992
2,0.4018905795995048,0.5836095924658894,0.6815167245210806,0.7802578665840142,0.9020848778465629
3,0.31888943503729805,0.5346777038512267,0.6432436598510438,0.7644093419786968,0.8681795508545391
4,0.29470580314967837,0.5079800590056697,0.619791407371935,0.7175418846598822,0.8447501737933987
