,200,300,400,500,600
0,0.4611896161429173,0.6358896097546056,0.7732796916996612,0.8874923228411505,0.9811310702530113
1,0.39245054568808124,0.6006682195786658,0.7369432674558704,0.853975884841147,0.9414125182993528
2,0.34938881288813284,0.5481021659558469,0.6585179575152256,0.7907111656675497,0.9006614460957889
3,0.29405364024952707,0.483065387746351,0.5885673695225478,0.7854790185580225,0.828817223974918
4,0.20681212406895338,0.474568818564325,0.5804469952038519,0.7157990605689429,0.8013374887993647
